BSS Id,Receiver address,Type/Subtype,PHY type,MCS Index,Bandwidth,Short GI,Data rate,Channel,Frequency,Signal strength,Signal/noise ratio,Retry,TSF Timestamp
0c:67:14:92:8c:44,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-49 dBm,46 dB,0,3142080921681
78:4f:24:76:49:25,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,122,5180,-84 dBm,11 dB,0,505649459272
74:06:35:88:7b:24,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-91 dBm,4 dB,0,3142089728116
c4:e5:32:56:58:25,c4:e5:32:56:58:25,Type/Subtype: Action No Ack (0x000e),PHY type: 802.11ac (VHT) (8),0 (BPSK 1/2),40 MHz,False,13.5 Mbps,40 MHz (0x1),5180,-88 dBm,7 dB,0,3218361234
7a:4f:24:46:49:25,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,122,5180,-84 dBm,11 dB,0,505649459266
e0:b6:68:16:82:38,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,3,5180,-88 dBm,7 dB,0,1378416128085
66:97:41:89:7a:20,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,DS Parameter set: Current Channel: 36,5180,-87 dBm,8 dB,0,886084325381
c0:9f:51:69:83:55,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-71 dBm,24 dB,0,1134667673669
0c:67:14:92:8c:44,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-49 dBm,46 dB,0,3142081024082
78:4f:24:76:49:25,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,122,5180,-83 dBm,12 dB,0,505649561682
74:06:35:88:7b:24,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-92 dBm,3 dB,0,3142089830459
c4:e5:32:56:58:25,c4:e5:32:56:58:25,Type/Subtype: Action No Ack (0x000e),PHY type: 802.11ac (VHT) (8),0 (BPSK 1/2),40 MHz,False,13.5 Mbps,40 MHz (0x1),5180,-87 dBm,8 dB,0,3218461261
7a:4f:24:46:49:25,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,122,5180,-83 dBm,12 dB,0,505649561685
e0:b6:68:16:82:38,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,3,5180,-88 dBm,7 dB,0,1378416230473
66:97:41:89:7a:20,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,DS Parameter set: Current Channel: 36,5180,-87 dBm,8 dB,0,886084427786
ca:84:cf:b5:66:00,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-91 dBm,4 dB,0,1173779148899
c0:9f:51:69:83:55,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-71 dBm,24 dB,0,1134667776060
0c:67:14:92:8c:44,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-49 dBm,46 dB,0,3142081126472
78:4f:24:76:49:25,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,122,5180,-83 dBm,12 dB,0,505649664082
74:06:35:88:7b:24,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-91 dBm,4 dB,0,3142089932880
c4:e5:32:56:58:25,c4:e5:32:56:58:25,Type/Subtype: Action No Ack (0x000e),PHY type: 802.11ac (VHT) (8),0 (BPSK 1/2),40 MHz,False,13.5 Mbps,40 MHz (0x1),5180,-87 dBm,8 dB,0,3218561262
7a:4f:24:46:49:25,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,122,5180,-83 dBm,12 dB,0,505649664090
e0:b6:68:16:82:38,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,3,5180,-88 dBm,7 dB,0,1378416332889
66:97:41:89:7a:20,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,DS Parameter set: Current Channel: 36,5180,-88 dBm,7 dB,0,886084530183
ca:84:cf:b5:66:00,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-91 dBm,4 dB,0,1173779251290
c0:9f:51:69:83:55,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-70 dBm,25 dB,0,1134667878484
0c:67:14:92:8c:44,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-49 dBm,46 dB,0,3142081228860
N/A,a6:9e:ff:39:99:67,Type/Subtype: 802.11 Block Ack (0x0019),PHY type: 802.11a (OFDM) (5),N/A,N/A,False,24.0 Mbps,36,5180,-88 dBm,7 dB,0,3218649263
N/A,c4:e5:32:56:58:25,Type/Subtype: Request-to-send (0x001b),PHY type: 802.11a (OFDM) (5),N/A,N/A,False,6.0 Mbps,36,5180,-89 dBm,6 dB,0,3218650837
N/A,a6:9e:ff:39:99:67,Type/Subtype: Acknowledgement (0x001d),PHY type: 802.11a (OFDM) (5),N/A,N/A,False,6.0 Mbps,36,5180,-88 dBm,7 dB,0,3218653180
78:4f:24:76:49:25,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,122,5180,-83 dBm,12 dB,0,505649766464
7a:4f:24:46:49:25,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,122,5180,-83 dBm,12 dB,0,505649766472
e0:b6:68:16:82:38,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,3,5180,-88 dBm,7 dB,0,1378416435277
66:97:41:89:7a:20,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Not supported,6.0 Mbps,DS Parameter set: Current Channel: 36,5180,-87 dBm,8 dB,0,886084632579
ca:84:cf:b5:66:00,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-91 dBm,4 dB,0,1173779353699
c0:9f:51:69:83:55,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-70 dBm,25 dB,0,1134667980873
0c:67:14:92:8c:44,ff:ff:ff:ff:ff:ff,Type/Subtype: Beacon frame (0x0008),PHY type: 802.11a (OFDM) (5),N/A,80 MHz,Supported,6.0 Mbps,11,5180,-49 dBm,46 dB,0,3142081331285
